ndex,thumbnail,name,description
477,https://archives.bulbagarden.net/media/upload/thumb/4/4c/0477Dusknoir.png/70px-0477Dusknoir.png,Dusknoir,strong weak bulky bulky slow light short frisk pressure ghost  dusknoir 477 anime soul pupil place remain mouth band set curve ability almond world cyclop projection afterlife disc arm spirit essence head wrist target tip people base iris will belly hand eye front neck torso body tail being back transmission bidding tongue marking animeha top foot collar antenna
478,https://archives.bulbagarden.net/media/upload/thumb/5/59/0478Froslass.png/70px-0478Froslass.png,Froslass,weak weak frail frail fast light short cursed body snow cloak ice ghost  froslass 478 specie anime mask preying soul ice victim mountain sclerae band mouth finger area ability side foe prey waist home arm woman hole door droplet illusion spirit froslass cave head wrist air coloration breath blizzard horn portion hand eye crystal torso icicle body man legend food akimono other counterpart night regret curse foot theanime degree water
479,https://archives.bulbagarden.net/media/upload/thumb/3/37/0479Rotom.png/70px-0479Rotom.png,Rotom-Heat,weak strong frail frail slow light short levitate electric fire  rotom-heat 479 washing convectionmicrowave control lightning anime curl travel arotomi(pc totime bolt protrusion clothespin aura ability example shape item household rod creation fact boy bulb intent skyrocket phone(paldea mitt strip lawnmower time appliance plasma air model pokédexarotom mischief people base dividing machine form process building motor eye appendage electronic research microwave body electricity line tooth convection refrigerator price other rotom fan color language prank top inplatinum
479,https://archives.bulbagarden.net/media/upload/thumb/3/37/0479Rotom.png/70px-0479Rotom.png,Rotom-Wash,weak strong frail frail slow light short levitate electric water  rotom-wash 479 washing convectionmicrowave control lightning anime curl travel arotomi(pc totime bolt protrusion clothespin aura ability example shape item household rod creation fact boy bulb intent skyrocket phone(paldea mitt strip lawnmower time appliance plasma air model pokédexarotom mischief people base dividing machine form process building motor eye appendage electronic research microwave body electricity line tooth convection refrigerator price other rotom fan color language prank top inplatinum
479,https://archives.bulbagarden.net/media/upload/thumb/3/37/0479Rotom.png/70px-0479Rotom.png,Rotom-Frost,weak strong frail frail slow light short levitate electric ice  rotom-frost 479 washing convectionmicrowave control lightning anime curl travel arotomi(pc totime bolt protrusion clothespin aura ability example shape item household rod creation fact boy bulb intent skyrocket phone(paldea mitt strip lawnmower time appliance plasma air model pokédexarotom mischief people base dividing machine form process building motor eye appendage electronic research microwave body electricity line tooth convection refrigerator price other rotom fan color language prank top inplatinum
479,https://archives.bulbagarden.net/media/upload/thumb/3/37/0479Rotom.png/70px-0479Rotom.png,Rotom-Fan,weak strong frail frail slow light short levitate electric flying  rotom-fan 479 washing convectionmicrowave control lightning anime curl travel arotomi(pc totime bolt protrusion clothespin aura ability example shape item household rod creation fact boy bulb intent skyrocket phone(paldea mitt strip lawnmower time appliance plasma air model pokédexarotom mischief people base dividing machine form process building motor eye appendage electronic research microwave body electricity line tooth convection refrigerator price other rotom fan color language prank top inplatinum
479,https://archives.bulbagarden.net/media/upload/thumb/3/37/0479Rotom.png/70px-0479Rotom.png,Rotom-Mow,weak strong frail frail slow light short levitate electric grass  rotom-mow 479 washing convectionmicrowave control lightning anime curl travel arotomi(pc totime bolt protrusion clothespin aura ability example shape item household rod creation fact boy bulb intent skyrocket phone(paldea mitt strip lawnmower time appliance plasma air model pokédexarotom mischief people base dividing machine form process building motor eye appendage electronic research microwave body electricity line tooth convection refrigerator price other rotom fan color language prank top inplatinum
479,https://archives.bulbagarden.net/media/upload/thumb/3/37/0479Rotom.png/70px-0479Rotom.png,Rotom,weak weak frail frail slow light short levitate electric ghost  rotom 479 washing convectionmicrowave control lightning anime curl travel arotomi(pc totime bolt protrusion clothespin aura ability example shape item household rod creation fact boy bulb intent skyrocket phone(paldea mitt strip lawnmower time appliance plasma air model pokédexarotom mischief people base dividing machine form process building motor eye appendage electronic research microwave body electricity line tooth convection refrigerator price other rotom fan color language prank top inplatinum
480,https://archives.bulbagarden.net/media/upload/thumb/1/18/0480Uxie.png/70px-0480Uxie.png,Uxie,weak weak bulky bulky fast light short levitate psychic  uxie 480 likepokémonwith need guardiansare ability deity power force forehead quality illusion spirit inthe fairy head face teleport knowledge people human speech will eye move brain problem body legend tail explorer helmet being gem memory universe life
481,https://archives.bulbagarden.net/media/upload/thumb/2/24/0481Mesprit.png/70px-0481Mesprit.png,Mesprit,strong strong frail frail slow light short levitate psychic  mesprit 481 need emotion jewel ability deity power forehead spirit magenta inthe otherlake fairy face pain human speech will appendage move body joy tail being gem disarray sorrow bit person legend
482,https://archives.bulbagarden.net/media/upload/thumb/a/ac/0482Azelf.png/70px-0482Azelf.png,Azelf,strong strong frail frail fast light short levitate psychic  azelf 482 lake need protrusion jewel side world foe deity cone power forehead spirit otherlake inthe fairy head face people bottom human puppet speech balance will determination role move eternity challenge body legend tail willpower being gem individual ear life
483,https://archives.bulbagarden.net/media/upload/thumb/4/43/0483Dialga.png/70px-0483Dialga.png,Dialga,strong strong bulky frail slow heavy short pressure telepathy steel dragon  dialga 483 anime creator mouth crest four groove underside spine stripe -like fin space dragon visit plate will star angle panel move structure jaw back counterpart dimension diamond place travel rhomb flow - timeto fang protrusion leader distortion ability shape layer levitation center forme head unguligrade beat thespace form centaur horn alpha torso front sauropod body look crack devolution version home bygiratina universe pair myth hybrid likepokémonwith heart effect deity moveroar past posterior behavior battle time tip dinosaur human light crystal chest neck explorer conflict transformation top foot shockwave theanime leg mask arrow wing side abdomen cross wheel power direction plant blue claw withpalkia accent acentaur future createalpha speed portion todevolveanything meteor knee tail insinnoh causenoble boss
484,https://archives.bulbagarden.net/media/upload/thumb/b/b7/0484Palkia.png/70px-0484Palkia.png,Palkia,strong strong frail frail fast light short pressure telepathy water dragon  palkia 484 anime creator band mouth waist crest four hoof stripe -like fin space dragon shred bottom circle plate purple portal move structure jaw horse back counterpart color marking dimension control place appearance spike leader protrusion distortion shape ribbon one rim center withdialga shade head pearl wrist heel ribbons;[1]however thespace form underarm centaur horn alpha front body look attack crack version home bygiratina formation universe pair myth opponent likepokémonwith shoulder area effect deity arm past behavior battle time sphere tip order breath crystal neck explorer conflict boss gauntlet transformation top foot shockwave leg mask half wing side abdomen power wheel tusk reality way change accent strategy createalpha meteor knee tail insinnoh pink causenoble foreleg
485,https://archives.bulbagarden.net/media/upload/thumb/6/60/0485Heatran.png/70px-0485Heatran.png,Heatran,weak strong frail frail slow light short flame body flash fire fire steel  heatran 485 blood mask bangle movemagma mouth heat boiling ability iron part cross power underside harm spot mystery face claw metal guardian surface storm magma order steel open glow ceiling orange emanate eye move wall body crater shield foot leg formation legend
486,https://archives.bulbagarden.net/media/upload/thumb/e/e3/0486Regigigas.png/70px-0486Regigigas.png,Regigigas,strong weak frail frail fast light short slow start normal  regigigas 486 signature pattern togeneration shoulder ice slumber moss band finger differenttrainer boiling object c inpillar ability titan silver arm energy spot stripe anger way head golem gemstone wrist section condition magma human bush strength craftsman ° rampage eye temperature chest move representingregirock body legend pillar beam continent gem back itssignatureability foot image leg state life
487,https://archives.bulbagarden.net/media/upload/thumb/8/81/0487Giratina.png/70px-0487Giratina.png,Giratina-Origin,strong strong frail frail slow heavy short levitate ghost dragon  giratina-origin 487 anime creator insect disposition mouth year berserk creatorarceusand stripe air space amount circle will portal risk move shackle point back dimension edge spike shadow event protector distortion object ability shape theanimereveal hole presence head leveling form crown strength horn front body look history home legend title draconic effect gray item tendril mandible grudge behavior distortionalong time tip aspace people human balance neck nature leg piece half gravity wing side world power reality gas claw ring change rift liquid role cemetery legendsclaim tail run state
